1327556581.444271	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.536340	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.637170	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.716816	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.796609	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.875551	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556581.956763	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.036772	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.116767	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.195562	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.275569	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.356824	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.436635	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.515021	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.596841	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.676564	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.756811	-0.001000	0.000000	0.000000	0.000000	0.000000	0
1327556582.836642	-0.001000	0.000000	0.000000	0.000000	0.000000	1
1327556583.200829	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.240075	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.340603	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.420734	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.500628	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.579539	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.660809	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.740660	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.820585	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556583.900752	0.000000	0.000000	0.000000	0.000000	0.000000	2
1327556584.265232	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556584.303232	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556585.445213	0.000000	0.000000	0.000000	0.000000	0.000000	4
1327556605.171740	0.000000	0.000000	0.000000	0.000000	0.000000	5
1327556605.540757	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.580050	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.660638	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.750814	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.832748	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.912603	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556605.991601	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.072843	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.152599	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.232759	0.000000	0.000000	0.000000	0.000000	0.000000	6
1327556606.599761	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.641166	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.720689	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.799541	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.879696	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556606.960710	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.040683	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.120843	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.200661	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.279655	0.000000	0.000000	0.000000	0.000000	0.000000	7
1327556607.644768	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.684003	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.764741	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.844355	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556607.924670	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556608.004742	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556608.084585	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556608.164788	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556608.243540	0.000000	0.000000	0.000000	0.000000	0.000000	0
1327556608.324826	0.000000	0.000000	0.000000	0.000000	0.000000	8
1327556608.688727	0.017000	0.000000	0.000000	0.096000	-0.001700	0
1327556608.728072	0.028000	0.000000	0.000000	0.117000	-0.008500	0
1327556608.808722	0.042000	0.000000	0.000000	0.139000	-0.001700	0
1327556608.888601	0.057000	0.000000	0.000000	0.140000	0.000000	0
1327556608.968566	0.057000	0.000000	0.000000	0.140000	0.000000	0
1327556609.047722	0.070000	0.000000	0.000000	0.138000	0.001700	0
1327556609.128689	0.084000	0.000000	0.000000	0.138000	0.003400	0
1327556609.208625	0.098000	0.000000	0.000000	0.141000	0.001700	0
1327556609.288747	0.112000	0.000000	0.000000	0.139000	-0.001700	0
1327556609.368621	0.112000	0.000000	0.000000	0.139000	-0.001700	9
1327556609.729131	0.168000	0.000000	0.000000	0.137000	0.001700	0
1327556609.767190	0.168000	0.000000	0.000000	0.137000	0.001700	0
1327556609.847682	0.182000	0.000000	0.000000	0.138000	0.005100	0
1327556609.927567	0.196000	0.000000	0.000000	0.139000	0.001700	0
1327556610.007605	0.196000	0.000000	0.000000	0.139000	0.001700	0
1327556610.088840	0.210000	0.000000	0.000000	0.138000	0.000000	0
1327556610.168597	0.224000	0.000000	0.000000	0.137000	-0.001700	0
1327556610.248608	0.238000	0.000000	0.000000	0.138000	0.000000	0
1327556610.328753	0.252000	0.000000	0.000000	0.137000	0.001700	0
1327556610.407575	0.266000	0.000000	0.000000	0.137000	0.005100	10
1327556610.775776	0.308000	0.000000	0.000000	0.139000	-0.001700	0
1327556610.816113	0.322000	0.000000	0.000000	0.140000	-0.001700	0
1327556610.895572	0.322000	0.000000	0.000000	0.140000	-0.001700	0
1327556610.975701	0.336000	0.000000	0.000000	0.140000	-0.001700	0
1327556611.055548	0.350000	0.000000	0.000000	0.140000	-0.001700	0
1327556611.135591	0.364000	0.000000	0.000000	0.139000	0.001700	0
