1	1327556582.836642	-0.001000	0.000000	0.000000	0
2	1327556583.900752	0.000000	0.000000	0.000000	0
3	1327556585.445213	0.000000	0.000000	0.000000	1
4	1327556585.445213	0.000000	0.000000	0.000000	0
5	1327556605.171740	0.000000	0.000000	0.000000	0
6	1327556606.232759	0.000000	0.000000	0.000000	0
7	1327556607.279655	0.000000	0.000000	0.000000	0
8	1327556608.324826	0.000000	0.000000	0.000000	0
9	1327556609.368621	0.112000	0.000000	0.000000	0
10	1327556610.407575	0.266000	0.000000	0.000000	0
11	1327556611.456632	0.406000	0.000000	0.000000	0
12	1327556612.508605	0.560000	0.000000	0.000000	0
13	1327556613.556680	0.714000	0.000000	0.000000	0
14	1327556614.624808	0.824000	0.000000	0.000000	0
15	1327556616.266659	0.824000	0.000000	0.000000	2
16	1327556616.266659	0.824000	0.000000	0.000000	0
17	1327556634.462139	0.824000	0.000000	0.000000	0
18	1327556635.528070	0.824000	0.000000	0.000000	0
19	1327556636.575701	0.827000	0.000000	0.000000	0
20	1327556637.628761	0.966000	0.000000	0.000000	0
21	1327556638.672798	1.106000	0.000000	0.000000	0
22	1327556639.744764	1.259000	0.000000	0.000000	0
23	1327556640.787707	1.413000	0.000000	0.000000	0
24	1327556641.848612	1.553000	0.000000	0.000000	0
25	1327556642.895542	1.693000	0.000000	0.000000	0
26	1327556643.939612	1.847000	0.000000	0.000000	0
27	1327556645.973014	1.887000	0.000000	0.000000	3
28	1327556645.973014	1.887000	0.000000	0.000000	0
29	1327556664.456840	1.887000	0.000000	0.000000	0
30	1327556665.535571	1.887000	0.000000	0.000000	0
31	1327556666.580584	1.905000	0.000000	0.000000	0
32	1327556667.624586	2.043000	0.000000	0.000000	0
33	1327556668.672605	2.153000	0.000000	0.000000	0
34	1327556669.716636	2.210000	0.000000	0.000000	0
35	1327556670.752604	2.350000	0.000000	0.000000	0
36	1327556671.792830	2.490000	0.000000	0.000000	0
37	1327556672.835797	2.644000	0.000000	0.000000	0
38	1327556673.880823	2.784000	0.000000	0.000000	0
39	1327556674.923545	2.924000	0.000000	0.000000	0
40	1327556696.039363	2.964000	0.000000	0.000000	4
41	1327556696.039363	2.964000	0.000000	0.000000	0
42	1327556754.123775	2.964000	0.000000	0.000000	0
43	1327556755.192832	2.964000	0.000000	0.000000	0
44	1327556756.236743	2.973000	0.000000	0.000000	0
45	1327556757.292709	3.106000	-0.001000	6.265732	0
46	1327556758.336553	3.245000	-0.007000	6.230825	0
47	1327556759.383538	3.398000	-0.015000	6.230825	0
48	1327556760.424628	3.537000	-0.022000	6.230825	0
49	1327556761.468606	3.690000	-0.030000	6.230825	0
50	1327556762.512635	3.829000	-0.037000	6.230825	0
51	1327556763.572904	3.982000	-0.045000	6.230825	0
52	1327556764.631750	4.077000	-0.050000	6.230825	0
53	1327556766.251272	4.077000	-0.050000	6.230825	5
54	1327556766.251272	4.077000	-0.050000	6.230825	0
55	1327556787.803044	4.077000	-0.050000	6.230825	0
56	1327556788.824650	4.077000	-0.050000	6.230825	0
57	1327556789.868599	4.077000	-0.050000	6.230825	0
58	1327556790.911555	4.094000	-0.051000	6.230825	0
59	1327556791.956758	4.231000	-0.058000	6.230825	0
60	1327556793.025468	4.398000	-0.067000	6.230825	0
61	1327556794.084829	4.537000	-0.074000	6.230825	0
62	1327556795.148826	4.676000	-0.089000	6.143559	0
63	1327556796.196760	4.828000	-0.111000	6.143559	0
64	1327556797.240780	4.966000	-0.131000	6.143559	0
65	1327556798.263541	5.086000	-0.148000	6.143559	0
66	1327556799.624293	5.088000	-0.148000	6.143559	6
67	1327556799.624293	5.088000	-0.148000	6.143559	0
68	1327556817.245276	5.088000	-0.148000	6.143559	0
69	1327556818.324642	5.088000	-0.148000	6.143559	0
70	1327556819.340596	5.200000	-0.165000	6.143559	0
71	1327556820.384635	5.351000	-0.187000	6.143559	0
72	1327556821.424619	5.489000	-0.207000	6.143559	0
73	1327556822.476849	5.640000	-0.229000	6.143559	0
74	1327556823.540541	5.794000	-0.244000	6.195919	0
75	1327556824.600789	5.933000	-0.255000	6.195919	0
76	1327556825.664855	6.072000	-0.266000	6.195919	0
77	1327556826.712749	6.225000	-0.278000	6.195919	0
78	1327556829.139858	6.320000	-0.286000	6.195919	7
79	1327556829.139858	6.320000	-0.286000	6.195919	0
80	1327556867.611251	6.321000	-0.286000	6.195919	0
81	1327556868.661022	6.321000	-0.286000	6.195919	0
82	1327556869.708862	6.364000	-0.289000	6.195919	0
83	1327556870.752850	6.517000	-0.301000	6.195919	0
84	1327556871.815869	6.670000	-0.313000	6.195919	0
85	1327556872.859873	6.809000	-0.324000	6.195919	0
86	1327556873.923876	6.962000	-0.338000	6.178466	0
87	1327556874.976829	7.114000	-0.353000	6.178466	0
88	1327556876.020028	7.253000	-0.368000	6.178466	0
89	1327556877.064983	7.391000	-0.383000	6.178466	0
90	1327556879.133024	7.487000	-0.393000	6.178466	8
91	1327556879.133024	7.487000	-0.393000	6.178466	0
92	1327556900.876402	7.487000	-0.393000	6.178466	0
93	1327556901.880796	7.487000	-0.393000	6.178466	0
94	1327556902.936918	7.544000	-0.399000	6.178466	0
95	1327556903.980912	7.683000	-0.411000	6.230825	0
96	1327556905.033051	7.836000	-0.407000	0.104720	0
97	1327556906.080939	7.973000	-0.384000	0.244346	0
98	1327556907.156068	8.120000	-0.337000	0.383972	0
99	1327556908.205104	8.245000	-0.277000	0.523599	0
100	1327556909.256645	8.375000	-0.195000	0.628319	0
101	1327556910.303758	8.482000	-0.107000	0.750492	0
102	1327556912.215059	8.548000	-0.040000	0.820305	9
103	1327556912.215059	8.549000	-0.039000	0.820305	0
104	1327556932.182113	8.549000	-0.039000	0.820305	0
105	1327556933.244823	8.549000	-0.039000	0.820305	0
106	1327556934.293042	8.579000	-0.007000	0.820305	0
107	1327556935.348787	8.676000	0.111000	0.959931	0
108	1327556936.397193	8.749000	0.230000	1.082104	0
109	1327556937.448967	8.811000	0.370000	1.186824	0
110	1327556938.492805	8.864000	0.499000	1.186824	0
111	1327556939.569010	8.922000	0.641000	1.186824	0
112	1327556940.616697	8.975000	0.770000	1.186824	0
113	1327556941.660839	9.032000	0.911000	1.186824	0
114	1327556943.086995	9.042000	0.934000	1.186824	10
115	1327556943.086995	9.042000	0.936000	1.186824	0
116	1327556961.491080	9.042000	0.936000	1.186824	0
117	1327556962.500860	9.042000	0.936000	1.186824	0
118	1327556963.519756	9.080000	1.028000	1.186824	0
119	1327556964.563891	9.138000	1.170000	1.186824	0
120	1327556965.632982	9.199000	1.296000	1.047198	0
121	1327556966.639410	9.275000	1.412000	0.925025	0
122	1327556967.684827	9.376000	1.527000	0.820305	0
123	1327556968.728691	9.472000	1.628000	0.802851	0
124	1327556969.775813	9.579000	1.738000	0.750492	0
125	1327556970.820658	9.699000	1.834000	0.610865	0
126	1327556971.868676	9.813000	1.912000	0.593412	0
127	1327556973.460959	9.833000	1.926000	0.593412	11
128	1327556973.460959	9.835000	1.927000	0.593412	0
129	1327556992.243055	9.835000	1.927000	0.593412	0
130	1327556993.268570	9.842000	1.932000	0.593412	0
131	1327556994.315727	9.951000	2.006000	0.593412	0
